what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1319156841999
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1319156842006
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1319156842007
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1319156842023
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1319156842035
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1319156842049
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1319156842055
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1319156842061
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1319156842075
os,sysinfo,,,"linux",1319156842078
arch,sysinfo,,,"x86_64",1319156842078
ws,sysinfo,,,"gtk",1319156842078
locale,sysinfo,,,"pt_BR",1319156842078
processors,sysinfo,,,"4",1319156842078
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1319156842078
java.runtime.version,sysinfo,,,"1.6.0_22-b22",1319156842078
java.specification.name,sysinfo,,,"Java Platform API Specification",1319156842078
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1319156842078
java.specification.version,sysinfo,,,"1.6",1319156842078
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1319156842078
java.version,sysinfo,,,"1.6.0_22",1319156842078
java.vm.info,sysinfo,,,"mixed mode",1319156842078
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1319156842078
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1319156842078
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1319156842078
java.vm.specification.version,sysinfo,,,"1.0",1319156842078
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1319156842078
java.vm.version,sysinfo,,,"20.0-b11",1319156842078
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1319156842433
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1319156842499
